viewer_id,account_name,country,total_views,total_watch_time,engagement_count,total_sessions,returning_sessions,ad_blocked_sessions
019bdec9-2f08-11f0-b0d7-02420a000167,Anonymous,US,0,0.0,0,1,0,0
019cdee7-2b58-11f0-ab8d-02420a0001ae,Anonymous,US,0,0.0,0,1,0,0
01a20ca4-5a84-11f0-aea2-02420a0001e2,Anonymous,Unknown,0,0.0,0,1,0,0
01a4c948-2c3c-11f0-96bf-02420a00016f,Anonymous,US,0,0.0,0,1,0,0
01a68bc8-52d4-11f0-9a92-02420a0001ec,Anonymous,US,0,0.0,0,1,0,0
01a7b07e-5ded-11f0-b068-02420a000182,Anonymous,US,0,0.0,0,1,0,0
01ad2bc2-2dfa-11f0-b0d7-02420a000167,Anonymous,US,0,0.0,0,1,0,0
01ad9d7f-2dd4-11f0-a544-02420a000171,Anonymous,US,0,0.0,0,1,0,0
01aea8d7-1f24-11f0-b28e-02420a000110,Anonymous,HK,0,0.0,0,1,0,0
01b69dd1-624c-11f0-aa6e-02420a0001e7,Anonymous,US,0,0.0,0,1,0,0
01b7adf1-71f3-11f0-8f4d-02420a0001cc,Anonymous,FR,0,0.0,0,1,0,0
01b81cd9-5b6c-11f0-b638-02420a0001c4,Anonymous,HK,0,0.0,0,1,0,0
01b86430-3f18-11f0-91d7-02420a000115,Anonymous,US,0,0.0,0,1,0,0
01bb9bfa-5b9b-11f0-b12f-02420a0001cc,Anonymous,HK,0,0.0,0,1,0,0
01bfaa8b-35a6-11f0-91d7-02420a000115,Anonymous,AQ,0,0.0,0,1,0,0
01c38a45-5b6c-11f0-90f9-02420a0001c0,Anonymous,HK,0,0.0,0,1,0,0
01c624e2-480c-11f0-8d1a-02420a0001f4,Anonymous,US,0,0.0,0,1,0,0
01c6ad73-3320-11f0-82c6-02420a000107,Anonymous,NL,0,0.0,0,1,0,0
01d32547-480c-11f0-9dae-02420a0001f1,Anonymous,US,0,0.0,0,1,0,0
01d47109-480c-11f0-b3b5-02420a0001f6,Anonymous,US,0,0.0,0,1,0,0
01d4ea44-1f5b-11f0-938b-02420a00010a,Anonymous,NL,0,0.0,0,1,0,0
01d77667-2a4c-11f0-8fb1-02420a0001a6,Anonymous,US,0,0.0,0,1,0,0
01d9663c-20d3-11f0-873e-02420a000106,Anonymous,US,0,0.0,0,1,0,0
01d9f827-21b8-11f0-8255-02420a000107,Anonymous,HK,0,0.0,0,1,0,0
01dad280-2132-11f0-a8a4-02420a0001fe,Anonymous,US,0,0.0,0,1,0,0
01de9a49-3e46-11f0-9316-02420a00010d,Anonymous,US,0,0.0,0,1,0,0
01dea118-2086-11f0-8936-02420a00010b,Anonymous,HK,0,0.0,0,1,0,0
01e3f1bc-6b78-11f0-94b4-02420a0001c1,Anonymous,US,0,0.0,0,1,0,0
01e4104d-6a9f-11f0-aff1-02420a0001d6,Anonymous,US,0,0.0,0,1,0,0
01e5b2e6-1d8a-11f0-873e-02420a000106,Anonymous,US,0,0.0,0,1,0,0
01e645b9-5b9b-11f0-b3d7-02420a0001d0,Anonymous,HK,0,0.0,0,1,0,0
01e70220-5309-11f0-a348-02420a0001fb,Anonymous,US,0,0.0,0,1,0,0
01e719f6-574e-11f0-a363-02420a000150,Anonymous,HK,0,0.0,0,1,0,0
01e73bdb-4764-11f0-ac76-02420a00010c,Anonymous,DE,0,0.0,0,1,0,0
01e7ba1e-4fd9-11f0-a3c5-02420a00015d,Anonymous,US,0,0.0,0,1,0,0
01ed5342-2086-11f0-9d5c-02420a0001fd,Anonymous,HK,0,0.0,0,1,0,0
01edee48-63cc-11f0-b482-02420a0001b9,Anonymous,US,0,0.0,0,1,0,0
01f0cfac-6e5f-11f0-afbd-02420a00015b,Anonymous,SE,0,0.0,0,1,0,0
01f31031-5309-11f0-bc10-02420a0001f4,Anonymous,US,0,0.0,0,1,0,0
01f31edf-6a9f-11f0-8069-02420a0001da,Anonymous,US,0,0.0,0,1,0,0
01f4f456-4a0e-11f0-b59e-02420a00010c,Anonymous,US,0,0.0,0,1,0,0
01f5b790-5b0c-11f0-ab7e-02420a0001de,Anonymous,NL,0,0.0,0,1,0,0
01f8fdce-1f14-11f0-8936-02420a00010b,Anonymous,US,0,0.0,0,1,0,0
01ff851d-4bd4-11f0-8521-02420a0001e2,Anonymous,US,0,0.0,0,1,0,0
020157c7-382c-11f0-91d7-02420a000115,Anonymous,US,0,0.0,0,1,0,0
020382e2-1f14-11f0-9d5c-02420a0001fd,Anonymous,US,0,0.0,0,1,0,0
0204a991-1eb6-11f0-8936-02420a00010b,Anonymous,US,0,0.0,0,1,0,0
020571c9-2e3e-11f0-ae83-02420a000168,Anonymous,NL,0,0.0,0,1,0,0
0205d30c-21d3-11f0-9d5c-02420a0001fd,Anonymous,US,0,0.0,0,1,0,0
0207eb68-4009-11f0-9486-02420a000113,Anonymous,US,0,0.0,0,1,0,0
020fab01-5e0e-11f0-8f81-02420a00016b,Anonymous,SE,0,0.0,0,1,0,0
021722cf-3995-11f0-83d0-02420a000108,Anonymous,US,0,0.0,0,1,0,0
021e426f-3c49-11f0-a2eb-02420a00010b,Anonymous,NL,0,0.0,0,1,0,0
021fd9e6-6bbf-11f0-a03e-02420a0001a0,Anonymous,US,0,0.0,0,1,0,0
0225b769-6a43-11f0-92e4-02420a0001db,Anonymous,US,0,0.0,0,1,0,0
022cb31a-6a43-11f0-8a59-02420a0001d4,Anonymous,US,0,0.0,0,1,0,0
022d2bbd-6e08-11f0-9c09-02420a000155,Anonymous,SE,0,0.0,0,1,0,0
0235ed73-23ba-11f0-8936-02420a00010b,Anonymous,US,0,0.0,0,1,0,0
0236062d-258a-11f0-ab73-02420a0001b9,Anonymous,US,0,0.0,0,1,0,0
02389884-24a7-11f0-b68b-02420a000191,Anonymous,US,0,0.0,0,1,0,0
0239c732-20bf-11f0-8304-02420a00010c,Anonymous,US,0,0.0,0,1,0,0
023a9aa1-4ff0-11f0-9f74-02420a00016f,Anonymous,US,0,0.0,0,1,0,0
023d0d25-2cf9-11f0-a544-02420a000171,Anonymous,US,1,3.1503999996185303,0,2,0,0
024451a5-67ee-11f0-b8e3-02420a000132,Anonymous,US,0,0.0,0,1,0,0
024752e8-2dcf-11f0-aaa6-02420a000166,Anonymous,US,0,0.0,0,1,0,0
02476bdf-5320-11f0-bc10-02420a0001f4,Anonymous,NL,0,0.0,0,1,0,0
0247998c-4009-11f0-ac76-02420a00010c,Anonymous,US,0,0.0,0,1,0,0
02480389-1fb1-11f0-b28e-02420a000110,Anonymous,HK,0,0.0,0,1,0,0
02482075-31b5-11f0-83d0-02420a000108,Anonymous,US,0,0.0,0,1,0,0
024b7900-2c6d-11f0-a476-02420a000173,Anonymous,US,0,0.0,0,1,0,0
025207cf-52af-11f0-8506-9e5fa55296b8,Anonymous,US,0,0.0,0,1,0,0
0253c0f0-1e0c-11f0-8255-02420a000107,Anonymous,US,0,0.0,0,1,0,0
0254f08e-6338-11f0-96f7-02420a0001d8,Anonymous,US,0,0.0,0,1,0,0
02578a84-4a5d-11f0-9d54-02420a000113,Anonymous,US,0,0.0,0,1,0,0
025b6b01-52af-11f0-9a92-02420a0001ec,Anonymous,US,0,0.0,0,1,0,0
025cfed9-52af-11f0-94ae-02420a0001eb,Anonymous,US,0,0.0,0,1,0,0
025fd50b-35a6-11f0-9486-02420a000113,Anonymous,AQ,0,0.0,0,1,0,0
026074f2-2854-11f0-a0f2-02420a0001a4,Anonymous,US,0,0.0,0,1,0,0
026099d7-2c00-11f0-aaa6-02420a000166,Anonymous,US,0,0.0,0,1,0,0
0263c543-5b66-11f0-94de-02420a0001c7,Anonymous,HK,0,0.0,0,1,0,0
0264d638-57e7-11f0-aa9a-02420a000144,Anonymous,US,0,0.0,0,1,0,0
0264d837-5b6e-11f0-b638-02420a0001c4,Anonymous,HK,0,0.0,0,1,0,0
0265887b-52af-11f0-b29d-02420a0001ef,Anonymous,US,0,0.0,0,1,0,0
0265bfdd-4e1d-11f0-a825-02420a00018a,Anonymous,US,0,0.0,0,1,0,0
0265f75d-2e6f-11f0-96bf-02420a00016f,Anonymous,US,0,0.0,0,1,0,0
0268ee1d-5b76-11f0-987c-02420a0001c5,Anonymous,HK,0,0.0,0,1,0,0
0269c416-21a3-11f0-8304-02420a00010c,Anonymous,US,0,0.0,0,1,0,0
026b95b1-2854-11f0-8894-02420a0001ab,Anonymous,US,0,0.0,0,1,0,0
026d1010-5b66-11f0-a495-02420a0001be,Anonymous,HK,0,0.0,0,1,0,0
026d627f-5e3e-11f0-a005-02420a000153,Anonymous,US,0,0.0,0,1,0,0
0271971a-4ecf-11f0-8677-02420a000173,Anonymous,AQ,0,0.0,0,1,0,0
0271ccf6-620e-11f0-a4ce-02420a0001b0,Anonymous,CN,0,0.0,0,1,0,0
0275348e-4fd2-11f0-bb6b-02420a000161,Anonymous,US,0,0.0,0,1,0,0
0275eed4-22a9-11f0-8304-02420a00010c,Anonymous,US,0,0.0,0,1,0,0
02772ee2-71f3-11f0-b8f0-02420a0001ca,Anonymous,FR,0,0.0,0,1,0,0
027730a8-6136-11f0-bb87-02420a000108,Anonymous,AQ,0,0.0,0,1,0,0
02793728-30be-11f0-ac76-02420a00010c,Anonymous,DE,0,0.0,0,1,0,0
0279775e-5b76-11f0-a499-02420a0001cd,Anonymous,HK,0,0.0,0,1,0,0
02828ac9-5b6e-11f0-90f9-02420a0001c0,Anonymous,HK,0,0.0,0,1,0,0
02862bae-33c1-11f0-a96c-02420a000111,Anonymous,NL,0,0.0,0,1,0,0
028771d9-5b0c-11f0-bcbc-02420a0001e4,Anonymous,NL,0,0.0,0,1,0,0
